Price,Bedrooms,Bathrooms,LandSize,FloorArea,Latitude,Longitude,PricePerSqMeter,url
25000.00,2,2.0,0.0,70.0,10.36356,123.930027,357.14,href="https://www.lamudi.com.ph/2-bedroom-house-and-lot-for-lease-in-almiya-reside-169088979653.html"
15000.00,2,1.0,0.0,80.0,10.3199086,123.9279973,187.50,href="https://www.lamudi.com.ph/2-storey-2-bedroom-townhouse-for-lease-wireless-su-168950174944.html"
18000.00,2,2.0,0.0,50.0,10.36356,123.930027,360.00,href="https://www.lamudi.com.ph/2-storey-secured-town-house-in-mandaue-167026440367.html"
89000.00,4,4.0,0.0,550.0,10.3483882,123.9310764,161.82,href="https://www.lamudi.com.ph/3-bedroom-1-office-bedroom-4-bath-house-in-villa-terrace-subdivision-for-rent.html"
25000.00,3,3.0,0.0,76.0,10.372295,123.939619,328.95,href="https://www.lamudi.com.ph/3-bedroom-duplex-for-rent-in-florence-subdivision-168250328419.html"
30000.00,3,2.0,0.0,86.0,10.36356,123.930027,348.84,href="https://www.lamudi.com.ph/3-bedroom-furnished-house-and-lot-in-almiya-subdivision-for-rent-cebu.html"
80000.00,3,3.0,0.0,330.0,10.34921,123.927804,242.42,href="https://www.lamudi.com.ph/3-bedroom-house-for-rent-in-north-town-residences-168424358380.html"
80000.00,3,3.0,0.0,330.0,10.34921,123.927804,242.42,href="https://www.lamudi.com.ph/3-bedroom-house-for-rent-in-north-town-residences-168535088125.html"
30000.00,3,2.0,0.0,76.0,10.36356,123.930027,394.74,href="https://www.lamudi.com.ph/3-bedroom-house-in-almiya-mandaue-16607199546.html"
55000.00,3,3.0,0.0,180.0,10.3480004,123.9318677,305.56,href="https://www.lamudi.com.ph/3-bedroom-house-in-mandaue-cebu-166071896983.html"
35000.00,3,2.0,0.0,76.0,10.36356,123.930027,460.53,href="https://www.lamudi.com.ph/3-bedroom-house-in-mandaue-cebu-166869511989.html"
35000.00,3,2.0,0.0,208.0,10.3395723,123.9374861,168.27,href="https://www.lamudi.com.ph/3-bedroom-house-with-parking-at-as-fortuna-street-banilad-mandaue-city.html"
35000.00,3,2.0,0.0,90.0,10.36356,123.930027,388.89,href="https://www.lamudi.com.ph/3-bedroom-single-house-for-rent-in-almiya-subdivis-168873158793.html"
85000.00,3,3.0,0.0,324.0,10.34921,123.927804,262.35,href="https://www.lamudi.com.ph/3-bedroom-townhouse-unit-for-rent-at-north-town-re-165881562024.html"
45000.00,3,3.0,0.0,180.0,10.3480004,123.9318677,250.00,href="https://www.lamudi.com.ph/3-bedrooms-semi-furnished-house-and-lot-for-rent-i-167291869214.html"
40000.00,3,2.0,0.0,110.0,10.340871132007,123.91639292509,363.64,href="https://www.lamudi.com.ph/3-bedrooms-townhouse-for-rent-within-the-center-of-168405888385.html"
30000.00,3,3.0,0.0,70.8,10.372295,123.939619,423.73,href="https://www.lamudi.com.ph/3-br-furnished-house-and-lot-for-rent-in-mandaue-cebu.html"
65000.00,3,2.0,0.0,250.0,10.339525,123.924181,260.00,href="https://www.lamudi.com.ph/3br-house-and-lot-for-rent-in-banilad-mandaue-city-cebu.html"
85000.00,3,3.0,0.0,300.0,10.34921,123.927804,283.33,href="https://www.lamudi.com.ph/3br-house-for-rent-in-cebu-city-northtown-residenc-168448641762.html"
90000.00,4,4.0,0.0,300.0,10.346489794376,123.93018420105,300.00,href="https://www.lamudi.com.ph/4-bedroom-and-semi-furnished-house-in-northtown-ho-168873176084.html"
95000.00,4,4.0,0.0,350.0,10.34921,123.927804,271.43,href="https://www.lamudi.com.ph/4-bedroom-house-and-lot-in-talamban-village-for-re-168967490139.html"
100000.00,4,4.0,0.0,600.0,10.34921,123.927804,166.67,href="https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-north-town-cabancalan.html"
200000.00,4,5.0,0.0,600.0,10.34921,123.927804,333.33,href="https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-north-town-homes-168687987315.html"
200000.00,4,5.0,0.0,600.0,10.34921,123.927804,333.33,href="https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-north-town-homes-168852846885.html"
200000.00,4,5.0,0.0,600.0,10.34921,123.927804,333.33,href="https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-north-town-homes-169085629740.html"
200000.00,4,5.0,0.0,600.0,10.34921,123.927804,333.33,href="https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-north-town-homes-caban-168966364120.html"
200000.00,4,5.0,0.0,600.0,10.34921,123.927804,333.33,href="https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-north-town-homes-manda-16863867965.html"
100000.00,4,4.0,0.0,250.0,10.34921,123.927804,400.00,href="https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-north-town-residences-16917448803.html"
160000.00,4,4.0,0.0,400.0,10.3572357,123.9201034,400.00,href="https://www.lamudi.com.ph/4-bedroom-house-in-high-end-subdivision.html"
160000.00,4,4.0,0.0,400.0,10.34921,123.927804,400.00,href="https://www.lamudi.com.ph/4-bedroom-house-with-swimming-pool-for-rent-in-nor-168628165470.html"
160000.00,4,4.0,0.0,400.0,10.34921,123.927804,400.00,href="https://www.lamudi.com.ph/4-bedroom-house-with-swimming-pool-for-rent-in-nor-168722700422.html"
160000.00,4,4.0,0.0,400.0,10.34921,123.927804,400.00,href="https://www.lamudi.com.ph/4-bedroom-house-with-swimming-pool-for-rent-in-nor-168878360641.html"
35000.00,4,4.0,0.0,150.0,10.35808,123.92741,233.33,href="https://www.lamudi.com.ph/4-bedroom-townhouse-for-lease-in-canduman-mandaue-168069823919.html"
180000.00,4,4.0,0.0,609.0,10.34921,123.927804,295.57,href="https://www.lamudi.com.ph/4-bedroom-with-garden-and-pool-for-rent-in-northto-167877955811.html"
120000.00,5,4.0,0.0,400.0,10.34921,123.927804,300.00,href="https://www.lamudi.com.ph/5-bedroom-home-in-upscale-north-town-homes.html"
60000.00,5,4.0,0.0,250.0,10.340951505256,123.9123531237,240.00,href="https://www.lamudi.com.ph/5-bedroom-semi-furnished-townhouse-in-hernan-corte-166981985290.html"
180000.00,6,4.0,0.0,550.0,10.34921,123.927804,327.27,href="https://www.lamudi.com.ph/6-bedroom-house-with-swimming-pool-for-rent-in-nor-168696633099.html"
180000.00,6,4.0,0.0,550.0,10.34921,123.927804,327.27,href="https://www.lamudi.com.ph/6-bedroom-house-with-swimming-pool-for-rent-in-nor-168975736113.html"
180000.00,6,4.0,0.0,550.0,10.34921,123.927804,327.27,href="https://www.lamudi.com.ph/6-bedroom-house-with-swimming-pool-for-rent-in-nor-169085690497.html"
180000.00,6,4.0,0.0,550.0,10.34921,123.927804,327.27,href="https://www.lamudi.com.ph/6-bedroom-house-with-swimming-pool-for-rent-in-nor-169181838684.html"
130000.00,3,3.0,0.0,520.0,10.34921,123.927804,250.00,href="https://www.lamudi.com.ph/adorable-peaceful-house-lot-for-rent-in-north-town-166822748916.html"
22000.00,3,2.0,0.0,150.0,10.34921,123.927804,146.67,href="https://www.lamudi.com.ph/agro-macro-subdivision-3br-150sqm-1parking-mandaue-168018593473.html"
25000.00,3,2.0,0.0,84.0,10.36356,123.930027,297.62,href="https://www.lamudi.com.ph/almiya-subdivision-3-bedroom-house-for-rent-in-can-168845918510.html"
200000.00,4,4.0,0.0,300.0,10.3428348,123.9174089,666.67,href="https://www.lamudi.com.ph/contemporary-4-bedroom-house-with-swimming-pool-fo-168957116221.html"
35000.00,3,2.0,0.0,80.0,10.362204,123.9308611,437.50,href="https://www.lamudi.com.ph/corner-3-br-furnished-house-in-almiya-subdivision-mandaue-cebu-for-rent.html"
25000.00,2,2.0,0.0,60.0,10.36356,123.930027,416.67,href="https://www.lamudi.com.ph/for-rent-2-bedroom-house-in-almiya-subdivision-man-169044185895.html"
30000.00,4,3.0,0.0,120.0,10.3480004,123.9318677,250.00,href="https://www.lamudi.com.ph/for-rent-4-bedroom-high-ceiling-house-in-casunting-169181907375.html"
50000.00,3,2.0,0.0,150.0,10.3422031,123.9418108,333.33,href="https://www.lamudi.com.ph/for-rent-bungalow-with-3-bedrooms-unfurnished-in-m-168604552335.html"
30000.00,3,2.0,0.0,80.0,10.36356,123.930027,375.00,href="https://www.lamudi.com.ph/for-rent-corner-3-bedroom-house-in-almiya-mandaue-16903665734.html"
200000.00,7,7.0,0.0,800.0,10.3422031,123.9418108,250.00,href="https://www.lamudi.com.ph/fully-furnished-2-storey-7-bedrooms-house-for-rent-in-mandaue-city-cebu.html"
25000.00,3,2.0,0.0,89.0,10.367855,123.949434,280.90,href="https://www.lamudi.com.ph/fully-furnished-house-for-rent-villa-sebastiana-ja-167903012774.html"
30000.00,3,2.0,0.0,76.0,10.36356,123.930027,394.74,href="https://www.lamudi.com.ph/furnished-3-bedroom-house-for-rent-in-almiya-subdi-168248769045.html"
35000.00,3,2.0,0.0,60.0,10.36356,123.930027,583.33,href="https://www.lamudi.com.ph/furnished-3-bedroom-house-for-rent-in-almiya-subdi-168958455779.html"
55000.00,3,3.0,0.0,180.0,10.3311427,123.9392207,305.56,href="https://www.lamudi.com.ph/furnished-3-bedroom-house-in-mandaue-165893250977.html"
55000.00,3,3.0,0.0,180.0,10.35533046,123.9217188,305.56,href="https://www.lamudi.com.ph/furnished-3-bedroom-house-in-mandaue.html"
55000.00,3,3.0,0.0,180.0,10.3480004,123.9318677,305.56,href="https://www.lamudi.com.ph/furnished-3-bedroom-house-mandaue-166014403348.html"
8500000.00,3,2.0,0.0,76.0,10.36356,123.930027,111842.11,href="https://www.lamudi.com.ph/furnished-3-bedroom-single-detached-house-almiya-s-166332498098.html"
55000.00,3,2.0,0.0,200.0,10.3428348,123.9174089,275.00,href="https://www.lamudi.com.ph/furnished-3-bedroom-townhouse-in-banilad-cebu.html"
55000.00,3,3.0,0.0,180.0,10.34921,123.927804,305.56,href="https://www.lamudi.com.ph/furnished-3-br-house-in-banilad-mandaue-165928534168.html"
